"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"65"	"S000001567"	"ORF"	"Verified"	"YKL084W"	"HOT13"	""	"chromosome 11"	""	"11"	280509	280859	"W"	NA	"2011-02-03"	"1996-07-31"	"Zinc-binding mitochondrial intermembrane space (IMS) protein; involved in a disulfide relay system for IMS import of cysteine-containing proteins; binds Mia40p and stimulates its Erv1p-dependent oxidation, probably by sequestering zinc"
"66"	"S000001547"	"ORF"	"Verified"	"YKL064W"	"MNR2"	"putative Mg(2+) transporter MNR2"	"chromosome 11"	"L000003203"	"11"	317764	320673	"W"	NA	"2011-02-03"	"1996-07-31"	"Vacuolar membrane protein required for magnesium homeostasis; putative magnesium transporter; has similarity to Alr1p and Alr2p, which mediate influx of Mg2+ and other divalent cations; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs)"
"67"	"S000001543"	"ORF"	"Verified"	"YKL060C"	"FBA1"	"fructose-bisphosphate aldolase FBA1|LOT1"	"chromosome 11"	"L000000604"	"11"	327487	326408	"C"	NA	"2011-02-03"	"1996-07-31"	"Fructose 1,6-bisphosphate aldolase; required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress; N-terminally propionylated in vivo"
"68"	"S000001539"	"ORF"	"Verified"	"YKL056C"	"TMA19"	"MMI1|RBF18"	"chromosome 11"	""	"11"	334915	334412	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein that associates with ribosomes; homolog of translationally controlled tumor protein; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and relocates to the mitochondrial outer surface upon oxidative stress"
"69"	"S000001538"	"ORF"	"Verified"	"YKL055C"	"OAR1"	"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)"	"chromosome 11"	""	"11"	336157	335321	"C"	NA	"2011-02-03"	"1996-07-31|2011-02-03"	"Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase; may comprise a type II mitochondrial fatty acid synthase along with Mct1p; human homolog CBR4 complements yeast null mutant"
"70"	"S000007243"	"ORF"	"Verified"	"YKL053C-A"	"MDM35"	""	"chromosome 11"	""	"11"	339442	339182	"C"	NA	"2011-02-03"	"1999-07-17"	"Mitochondrial intermembrane space protein; forms complex with Ups2p that transfers phosphatidylserine from outer membrane to inner membrane for phosphatidylethanolamine synthesis; mutation affects mitochondrial distribution and morphology; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress"
"71"	"S000001527"	"ORF"	"Verified"	"YKL044W"	"MMO1"	""	"chromosome 11"	""	"11"	356322	356642	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the mitochondria; mRNA identified as translated by ribosome profiling data; MMO1 is a non-essential gene"
"72"	"S000001523"	"ORF"	"Verified"	"YKL040C"	"NFU1"	"NUB1"	"chromosome 11"	"L000004771"	"11"	361828	361058	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress; acts along with Bol3 at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to client proteins; Fe-S loaded homodimer at steady state; similar to NifU, a bacterial protein required for Fe/S cluster maturation; ortholog of the human NFU1, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS1)"
"73"	"S000001520"	"ORF"	"Verified"	"YKL037W"	"AIM26"	""	"chromosome 11"	""	"11"	369365	369721	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss; null mutation confers sensitivity to tunicamycin and DTT"
"74"	"S000001516"	"ORF"	"Verified"	"YKL033W"	"TTI1"	"FMP47"	"chromosome 11"	""	"11"	375456	378572	"W"	NA	"2011-02-03"	"1996-07-31"	"Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies"
"75"	"S000001510"	"ORF"	"Verified"	"YKL027W"	"TCD2"	"tRNA threonylcarbamoyladenosine dehydratase"	"chromosome 11"	""	"11"	387562	388905	"W"	NA	"2011-02-03"	"1996-07-31"	"tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD2 has a paralog, TCD1, that arose from the whole genome duplication"
"76"	"S000001499"	"ORF"	"Verified"	"YKL016C"	"ATP7"	"F1F0 ATP synthase subunit d"	"chromosome 11"	"L000000146"	"11"	407989	407465	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
"77"	"S000001494"	"ORF"	"Verified"	"YKL011C"	"CCE1"	"cruciform cutting endonuclease|MGT1"	"chromosome 11"	"L000000236"	"11"	421216	420155	"C"	-2	"2011-02-03"	"1996-07-31"	"Mitochondrial cruciform cutting endonuclease; cleaves Holliday junctions formed during recombination of mitochondrial DNA; CCE1 has a paralog, MRS1, that arose from the whole genome duplication"
"78"	"S000001714"	"ORF"	"Verified"	"YKR006C"	"MRPL13"	"mitochondrial 54S ribosomal protein YmL13|YmL13|YK105"	"chromosome 11"	"L000001164|L000002526"	"11"	451217	450423	"C"	NA	"2011-02-03"	"2003-09-22|1996-07-31"	"Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation"
"79"	"S000001724"	"ORF"	"Verified"	"YKR016W"	"MIC60"	"FCJ1|AIM28|FMP13"	"chromosome 11"	""	"11"	469717	471339	"W"	NA	"2011-02-03"	"1996-07-31"	"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; Mic60p is also involved in import of intermembrane space (IMS) proteins, probably by positioning Mia40p relative to the TOM complex to receive incoming proteins; ortholog of mammalian mitofilin"
"80"	"S000001744"	"ORF"	"Verified"	"YKR036C"	"CAF4"	""	"chromosome 11"	"L000003417"	"11"	510633	508702	"C"	NA	"2011-02-03"	"1996-07-31|2006-05-08|2011-02-03"	"WD40 repeat-containing protein associated with the CCR4-NOT complex; interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission; CAF4 has a paralog, MDV1, that arose from the whole genome duplication"
"81"	"S000001757"	"ORF"	"Verified"	"YKR049C"	"FMP46"	"putative redox protein"	"chromosome 11"	""	"11"	527231	526830	"C"	NA	"2011-02-03"	"1996-07-31"	"Putative redox protein containing a thioredoxin fold; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"82"	"S000001760"	"ORF"	"Verified"	"YKR052C"	"MRS4"	"Fe(2+) transporter"	"chromosome 11"	"L000001180"	"11"	533464	532550	"C"	NA	"2011-02-03"	"1996-07-31"	"Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog, MRS3, that arose from the whole genome duplication"
"83"	"S000001772"	"ORF"	"Verified"	"YKR064W"	"OAF3"	""	"chromosome 11"	""	"11"	562547	565138	"W"	NA	"2011-02-03"	"1996-07-31"	"Putative transcriptional repressor with Zn(2)-Cys(6) finger; negatively regulates transcription in response to oleate levels, based on mutant phenotype and localization to oleate-responsive promoters; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress"
"84"	"S000001773"	"ORF"	"Verified"	"YKR065C"	"PAM17"	"FMP18"	"chromosome 11"	""	"11"	565892	565299	"C"	NA	"2011-02-03"	"1996-07-31"	"Constituent of the TIM23 complex; proposed alternatively to be a component of the import motor (PAM complex) or to interact with and modulate the core TIM23 (Translocase of the Inner mitochondrial Membrane) complex; protein abundance increases in response to DNA replication stress"
"85"	"S000001774"	"ORF"	"Verified"	"YKR066C"	"CCP1"	"cytochrome-c peroxidase"	"chromosome 11"	"L000000238"	"11"	567198	566113	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress"
"86"	"S000001782"	"ORF"	"Verified"	"YKR074W"	"AIM29"	""	"chromosome 11"	""	"11"	579209	579676	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YKR074W is not an essential gene; null mutant displays elevated frequency of mitochondrial genome loss"
"87"	"S000001787"	"ORF"	"Verified"	"YKR079C"	"TRZ1"	"tRNase Z"	"chromosome 11"	""	"11"	589305	586789	"C"	NA	"2011-02-03"	"1996-07-31"	"tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2"
"88"	"S000001795"	"ORF"	"Verified"	"YKR087C"	"OMA1"	"metalloendopeptidase"	"chromosome 11"	""	"11"	604232	603195	"C"	NA	"2011-02-03"	"2004-07-23|1996-07-31"	"Metalloendopeptidase of the mitochondrial inner membrane; important for adaptive responses to various homeostatic insults, preservation of normal mitochondrial function under damage-eliciting conditions, and stability of respiratory supercomplexes; involved in turnover of membrane-embedded proteins; mediates degradation of Cox1p in coa2 mutant cells; zebrafish ortholog has a role in organ development and mouse ortholog is also required for respiratory supercomplex stability"
"89"	"S000003964"	"ORF"	"Verified"	"YLL041C"	"SDH2"	"succinate dehydrogenase iron-sulfur protein subunit SDH2|SDHB|ACN17"	"chromosome 12"	"L000001824"	"12"	53931	53131	"C"	NA	"2011-02-03"	"1996-07-31"	"Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; other members are Sdh1p, Sdh3p, and Sdh4p"
"90"	"S000003963"	"ORF"	"Verified"	"YLL040C"	"VPS13"	"membrane morphogenesis protein VPS13|VPT2|SOI1"	"chromosome 12"	"L000003510|L000002967"	"12"	63645	54211	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulation, and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome, respectively"
"91"	"S000003950"	"ORF"	"Verified"	"YLL027W"	"ISA1"	"Fe-binding Fe/S cluster assembly protein ISA1"	"chromosome 12"	"L000004953"	"12"	87403	88155	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa2p and possibly Iba57p; isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency; depletion reduces growth on nonfermentable carbon sources; functional ortholog of bacterial A-type ISC proteins; human ISCA1 can complement isa1 null mutant"
"92"	"S000007245"	"ORF"	"Verified"	"YLL018C-A"	"COX19"	""	"chromosome 12"	"L000004848"	"12"	108972	108676	"C"	NA	"2011-02-03"	"1999-07-17"	"Protein required for cytochrome c oxidase assembly; located in the cytosol and mitochondrial intermembrane space; putative copper metallochaperone that delivers copper to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs"
"93"	"S000003936"	"ORF"	"Verified"	"YLL013C"	"PUF3"	"mRNA-binding protein PUF3"	"chromosome 12"	""	"12"	124714	122075	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins"
"94"	"S000003930"	"ORF"	"Verified"	"YLL007C"	"LMO1"	""	"chromosome 12"	""	"12"	136299	134302	"C"	NA	"2011-02-03"	"1996-07-31"	"Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein"
"95"	"S000003929"	"ORF"	"Verified"	"YLL006W"	"MMM1"	"ERMES complex subunit MMM1|YME6"	"chromosome 12"	"L000001124"	"12"	136586	137866	"W"	NA	"2011-02-03"	"1996-07-31"	"ER integral membrane protein, ERMES complex subunit; ERMES links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase"
"96"	"S000003924"	"ORF"	"Verified"	"YLL001W"	"DNM1"	"dynamin-related GTPase DNM1"	"chromosome 12"	"L000002645"	"12"	147890	150163	"W"	NA	"2011-02-03"	"1996-07-31"	"Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L, which mediates mitochondrial fission, peroxisomal division, autophagy, and mitophagy, are associated with slowly progressive infantile encephalopathy"
"97"	"S000003994"	"ORF"	"Verified"	"YLR004C"	"THI73"	""	"chromosome 12"	""	"12"	159505	157934	"C"	NA	"2011-02-03"	"1996-07-31"	"Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs"
"98"	"S000004028"	"ORF"	"Verified"	"YLR038C"	"COX12"	"cytochrome c oxidase subunit VIb"	"chromosome 12"	"L000000396"	"12"	225172	224921	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for activity after assembly; phosphorylated; easily released from the intermembrane space, suggesting a loose association with Complex IV"
"99"	"S000004033"	"ORF"	"Verified"	"YLR043C"	"TRX1"	"thioredoxin TRX1|LMA1"	"chromosome 12"	"L000002357"	"12"	232013	231702	"C"	-7	"2011-02-03"	"1996-07-31"	"Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx2p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases iunder DNA replication stress; TRX1 has a paralog, TRX2, that arose from the whole genome duplication"
"100"	"S000004049"	"ORF"	"Verified"	"YLR059C"	"REX2"	"YNT20"	"chromosome 12"	"L000003035"	"12"	260547	259738	"C"	NA	"2011-02-03"	"1996-07-31"	"3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs, 5S and 5.8S rRNAs, and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease"
"101"	"S000004057"	"ORF"	"Verified"	"YLR067C"	"PET309"	""	"chromosome 12"	"L000001401"	"12"	270710	267813	"C"	NA	"2011-02-03"	"1996-07-31"	"Specific translational activator for the COX1 mRNA; binds to the COX1 mRNA; also influences stability of intron-containing COX1 primary transcripts; localizes to the mitochondrial inner membrane; contains 12 pentatricopeptide repeats (PPRs)"
